x,y,label
1.0294019,-3.8215642,1
-0.34987935,3.4197476,3
4.6076736,9.498379,8
-1.7087269,3.7488384,3
-0.7037559,-2.7552261,1
-1.5221521,12.884786,4
6.379378,13.967826,8
8.101903,5.778012,5
1.0746771,-2.6615922,1
5.1427317,13.745983,8
-0.18049784,11.381832,2
-1.0416898,7.4370346,4
-2.5540779,13.694296,4
9.435543,8.07764,9
10.471664,1.2624179,5
9.932914,2.773024,5
-1.4702398,15.2018,4
8.464769,5.290963,5
-2.7558115,6.997975,6
-1.7288375,3.5951104,3
11.357002,3.521631,7
-3.0553582,14.657415,4
12.170699,5.1753345,9
10.095076,2.3828218,5
6.1404524,14.175643,8
9.848921,7.2849646,9
-0.3935301,5.3453164,3
-0.2778852,7.1381,9
-0.96430653,12.016324,6
-0.19038783,14.318688,4
10.116497,-0.35837856,7
-0.009124249,12.647718,2
-1.1898488,10.315939,2
0.3076771,10.765541,6
-1.2174622,13.168789,4
6.5230765,12.877524,8
-3.702418,8.318636,3
-3.0607917,6.417439,0
-0.9898503,14.532185,2
7.1063495,13.579331,8
10.117984,6.708652,9
-5.584895,5.298889,0
5.5403686,11.9706955,8
-3.1034431,4.8728285,6
-1.2060888,3.7884536,3
10.879232,6.181112,9
-0.96685743,-1.9780934,1
-5.209743,7.3707447,6
-3.470753,9.690765,3
0.1785388,11.563874,2
-0.47728485,14.446948,6
0.19539803,-3.0831652,1
-4.1660795,6.322274,0
-0.7641527,11.590362,2
-3.8882477,6.53898,6
-0.07700294,15.065685,2
-3.3684883,10.038731,3
-2.857302,7.7866755,3
11.557356,5.9361625,9
-0.5742457,-3.9050617,1
9.768597,-0.37781864,7
11.20143,5.480967,9
0.026093336,-4.052622,1
0.47354108,-3.3009462,1
-1.9283214,6.854295,0
-1.1162846,-3.8137677,1
10.230137,-0.66983664,7
-5.9948125,6.429273,0
3.125119,8.457834,8
9.581878,3.7167726,5
-2.3879054,6.6647143,0
-5.2544017,6.577697,6
-4.665154,6.353214,0
0.74130344,-2.0510364,1
-3.267798,4.8749404,6
-1.6886897,9.112032,6
4.6904087,9.634454,8
11.199504,1.4556503,7
-3.5926595,4.971341,0
11.296993,6.049087,9
11.59974,5.039893,9
12.298173,3.2220147,9
11.995947,1.4268076,7
-1.4475118,14.500696,4
-2.7303474,9.550984,3
11.505405,5.4262824,9
9.615515,4.9111466,5
12.087313,4.3446093,9
0.21860686,-3.421853,1
-3.2101297,11.757769,4
0.31947058,-2.2694175,1
1.1334686,12.608623,6
-3.045749,14.268047,2
-2.6567724,12.719056,2
-2.7629998,14.649555,2
10.363981,-0.42406955,7
11.674483,3.4052918,7
-5.660611,6.9234667,6
-1.920896,5.900632,3
11.845214,2.8072672,7
9.224187,1.2167695,5
6.1904273,14.047187,8
0.67066306,10.915495,6
1.5013939,13.472168,4
4.6075997,9.511226,8
-1.7922102,14.730136,4
9.857448,-0.47645894,7
4.2147617,9.374772,8
1.0676602,11.454269,6
8.867546,0.7883602,5
9.910844,7.140629,9
11.929389,5.0165567,9
-5.188272,6.853527,0
-3.9012733,5.548955,0
1.5055903,13.83059,2
-1.6692805,11.174348,4
-1.9202713,3.576696,3
10.523345,-0.73543584,7
10.391112,7.0070186,9
-2.530903,9.51661,3
0.99295795,12.051429,1
11.30848,4.864725,9
0.20273268,11.686528,2
11.231926,4.995994,7
8.922506,4.9028063,5
9.604324,1.0940158,5
-1.5494797,14.6521435,4
2.3052375,13.644652,8
-1.1486814,14.890559,2
11.353065,0.14608973,7
6.8020163,12.786671,8
1.5585945,-3.6959593,1
0.39114138,14.442259,2
-2.1009352,12.359646,6
-0.34545723,12.837778,6
5.536273,11.838654,8
1.348433,-3.705263,1
9.684998,7.4096026,9
-1.215658,11.856588,6
-2.4817517,4.877895,0
-3.2402856,6.3692646,0
9.6505,3.196246,5
10.641927,6.376997,9
-4.856402,6.899876,3
-1.4097356,3.9116747,3
11.0671835,1.0278648,7
-1.395131,7.0013294,6
-0.56599146,-3.4274187,1
-2.25725,6.3776274,0
-2.2449818,4.4707546,0
-0.13480145,10.276747,6
-3.491442,12.610321,4
11.810415,1.6702894,7
8.058044,5.889923,5
11.457717,5.971045,9
11.755286,3.5280912,7
10.330689,7.7356586,9
-2.432686,12.0960865,3
6.193007,14.049799,8
6.4454865,13.796523,8
0.3190405,13.920847,4
5.1537347,11.373279,8
9.358522,1.3499992,5
-1.4265366,14.603761,4
0.06473197,14.680806,2
1.8663434,13.717148,2
11.563667,0.46161115,7
11.1025,-0.30003905,7
10.551475,0.7344651,5
6.184154,12.489339,8
-2.8717651,12.9017315,4
-1.3386031,14.760122,6
10.188317,7.2050467,9
-1.5966232,15.172431,4
-2.7564125,7.6082525,3
11.10399,0.200942,7
3.3252788,8.432286,8
10.951093,1.1042713,7
4.064786,10.120671,8
-1.0478467,4.95412,3
11.301825,-0.25730112,7
4.913782,13.560804,8
-0.25094527,13.719962,4
11.676866,6.1261544,7
11.066074,-0.31158862,7
-1.633834,14.759705,2
-1.0345143,13.991793,2
-2.6872413,5.185661,0
-4.168978,6.332143,0
-5.9689775,6.597494,0
-0.9253477,4.1052294,3
8.757073,7.50271,9
-0.34419742,-3.6917608,1
-4.072175,5.3595104,0
9.957831,8.024878,9
4.7404523,11.208787,8
-0.51194996,13.506915,4
-3.1598878,8.856776,3
10.736592,6.7577558,9
10.981821,4.836426,9
11.741443,5.8022094,9
3.3716788,9.14896,8
4.720584,10.086019,8
10.437551,0.5185526,5
-1.6526732,8.4072275,4
9.845183,1.447938,5
-3.0201902,13.588965,4
8.655213,7.693863,9
6.2204094,14.028879,8
3.303341,13.467221,8
-4.231654,6.3618255,0
9.5222845,7.360657,9
-2.8898058,13.866416,2
-5.9258847,6.081296,0
10.25566,0.60278875,7
0.1766124,4.6104484,3
11.012411,-0.15737642,7
9.011485,8.020197,9
-2.5745673,8.566452,3
4.6385975,10.714965,8
-3.3347702,10.093727,4
-3.1450844,9.309079,3
9.99722,-0.03501822,7
4.5200577,10.61363,8
1.2550287,-3.371225,1
-1.2044482,11.105999,4
-3.9701872,5.1916857,0
10.029052,1.4735215,7
11.170983,6.8733015,9
6.060408,12.857777,8
7.9419675,6.0432887,5
10.503999,3.3038867,5
0.18325175,13.191981,2
-1.498231,-3.9189093,1
-3.4460943,8.283657,3
-2.439566,8.597584,4
-1.9568615,4.079892,6
10.11471,3.9285858,7
11.11462,-0.21674573,7
9.609997,2.121051,5
11.135211,5.4018664,9
11.740264,5.562524,9
9.898262,1.0779651,7
4.5972385,9.434406,8
-0.029365527,13.426147,2
10.314986,0.25504658,7
0.049276143,10.688503,4
11.102776,0.24960849,7
-1.7670748,6.7894416,0
-2.5747912,8.696961,3
9.227177,0.7630244,5
0.7617996,-2.0511253,1
-0.8581693,-2.9558363,1
10.264544,1.235231,5
9.314065,2.0118964,5
-3.0994077,11.819782,2
5.4909463,11.640482,8
-1.6824005,4.0655103,3
9.924589,4.5047874,5
9.219245,7.4300437,9
-3.8986135,5.159856,0
10.148231,1.5770614,7
-1.5534323,5.6143208,3
-3.227453,6.424929,0
-4.0450974,6.398913,0
10.881105,3.6545684,7
-0.02193313,-3.705809,1
12.036201,3.735139,9
-2.8995368,11.685547,4
5.3297424,11.697184,8
10.862482,7.2429256,9
0.9909037,-3.824026,1
6.826388,13.839293,8
-2.781176,3.8303776,3
-3.1737006,11.676343,4
11.815969,1.5608474,7
11.772328,0.31531164,7
10.9845495,-0.19117369,7
-0.9192986,-4.434827,1
-2.501008,10.379881,4
-5.76479,6.8730016,0
-3.3130805,10.582357,4
8.85195,1.1597401,5
4.1439605,13.40894,8
4.481325,9.325222,8
-1.4979689,11.433653,6
9.117821,1.6713942,5
9.801428,-0.12740053,7
-1.1780589,-3.0127738,1
-5.923472,6.422958,0
-1.9558107,12.721369,2
-2.8853776,12.636588,4
12.009533,4.9143524,9
-5.4781375,5.405067,0
9.880246,6.366496,9
3.813064,9.247291,8
-4.5189652,5.6169405,6
0.013139929,13.713404,2
3.7887993,10.107899,8
-1.6045686,-3.3403144,1
-2.3237112,11.836271,4
-0.515777,-2.2753665,1
-0.83136266,-1.9339018,1
0.1295428,13.636551,2
-2.9417734,7.763018,3
-0.6585462,6.2219887,3
4.1088257,9.317704,8
9.623195,7.156912,9
10.483916,1.9141057,5
-0.92227334,-4.4867244,1
-1.3790035,6.974051,6
-0.99792784,10.297309,4
9.770578,1.2333428,5
11.857469,5.321053,9
-2.8533194,4.5365887,6
-3.1771514,14.128442,2
4.6428905,9.714833,8
6.6116457,13.747823,8
10.349187,0.066264905,7
-5.954687,6.065772,0
1.5818523,-3.306241,1
2.501598,13.546491,6
8.119396,5.7907376,5
8.734853,1.0713533,5
-0.3681627,11.31565,6
10.768249,4.6569405,5
-2.4481082,12.516122,4
-1.1570622,13.5491495,6
-5.645158,5.547742,0
0.46722203,10.580127,6
0.28443292,-2.287827,1
1.0526422,-3.0854752,1
8.662741,0.6476258,5
11.664915,3.9257207,7
-1.0621694,11.026519,6
10.60231,3.4124877,5
-2.5761979,9.488937,4
-3.7096674,6.366096,0
0.3128684,9.0588255,6
-2.448566,4.7643533,0
11.594305,0.9491575,7
-3.4182286,13.55704,2
6.346778,13.501764,8
10.75596,6.753368,9
1.107534,-3.523957,1
-2.9991236,5.622525,6
10.058928,-0.5750611,7
-0.60778195,-3.6697707,1
9.578166,7.6055746,9
-0.664112,5.265888,8
-1.5182223,3.9434812,3
10.037867,4.555452,5
10.79294,3.40588,7
0.76618665,-2.1751394,1
0.16634698,-2.597494,1
11.9774,4.5948796,9
-2.3374355,4.7031236,0
-1.400432,8.7234955,6
-1.1474911,13.293162,4
5.286491,13.880556,8
-5.7191596,6.360484,0
10.386198,5.0217547,9
8.561392,0.71870804,5
-5.227346,6.347852,0
-5.314071,6.001575,0
0.9208948,-4.0981345,1
5.8667316,12.264596,8
12.241074,3.179293,7
-1.7303776,5.595908,6
10.833055,1.3699902,7
11.520632,5.2442703,9
-5.6367774,6.1186585,0
-1.5891777,4.553451,3
-4.289205,7.0536127,0
0.34735715,-2.24061,1
-0.20136887,4.812842,3
3.7253957,8.755685,8
-5.2639585,5.7813554,0
-1.7247767,5.3607926,0
0.772011,-3.860486,1
11.747247,1.6965513,7
-0.8299235,10.59097,4
10.298644,0.5555246,7
-1.6710576,8.625208,3
11.97063,0.9766774,7
0.47545767,9.319503,0
-1.4246602,13.581686,6
-5.648146,5.9026904,0
-0.09338409,10.479722,2
-0.19249035,3.7121744,3
-0.25888178,14.453911,4
9.278841,2.0232394,5
11.983182,6.1986823,9
8.366087,0.5918721,5
1.623451,13.842533,2
6.2790327,12.920681,8
10.545172,-0.19966516,7
-0.84136516,6.0219026,0
-0.10217628,5.608773,1
-0.06434952,12.593408,4
-0.2956022,-4.2975035,1
6.190905,13.868306,8
-0.07816443,4.0676427,3
0.14640987,11.537516,2
10.168631,-0.6808858,7
9.209578,4.718467,5
-2.2332034,6.967513,0
10.364597,7.409762,9
0.07007312,10.885003,6
0.39426094,13.0265875,6
10.825565,5.2597723,9
-2.8557558,8.701772,3
-1.0310341,-4.3046174,1
-2.0507646,5.7040186,1
11.0124855,7.1834636,9
12.03502,6.0371222,9
-0.5644716,3.790018,3
12.0552025,3.3749993,9
11.171391,-0.09128789,7
-3.5225315,8.113312,3
1.0676346,11.882492,1
11.445169,5.2225122,9
0.70729786,-2.2171652,1
-1.7056015,4.5255337,6
-1.7816349,3.4845698,3
-5.7539067,6.3457465,0
-0.22046326,13.502287,4
3.8130872,8.981334,8
-5.37499,5.5597343,0
-4.337973,6.812541,6
-2.1405077,12.485052,6
-0.82158434,14.195383,2
11.321911,3.8429198,9
1.1109358,-2.269394,1
10.942661,7.055019,9
3.4055245,9.2342415,8
-3.2219806,8.408074,3
-3.0056882,13.736372,4
10.184413,0.6307525,7
-2.57585,13.907579,2
-1.3553135,6.7425914,0
-5.62668,5.7720246,0
3.9663527,9.103687,8
0.6427105,13.847669,6
10.715411,5.0843105,9
-0.3151054,-3.3901634,1
0.25435212,9.511719,2
7.955365,6.1923385,5
-0.06260215,14.130486,2
4.703203,10.560087,8
9.50028,5.408747,5
-0.8208505,11.018022,6
11.8517885,3.7003152,7
-5.0623198,5.8108125,0
-4.1127224,7.029243,6
3.1818504,8.469904,8
11.570657,3.4366894,7
-1.4585233,-2.2104957,1
-2.664348,5.0657206,0
-3.566113,8.167144,3
0.19657095,11.829145,4
11.81047,3.5662766,7
9.745818,4.6852136,5
-0.012830226,11.374377,2
8.833289,5.316991,5
0.9958496,-2.5150914,1
0.92877924,-3.8302374,1
10.004989,2.5111432,5
10.215505,-0.42065296,7
11.231523,2.601981,5
0.91200244,-1.711089,1
-2.5593972,12.77947,4
11.693989,5.763384,9
-2.1303291,12.272083,6
9.801993,1.5113488,7
8.889988,5.104482,5
11.140349,-0.5411227,7
-0.3654257,4.282428,3
6.8112597,13.848944,8
-1.5240295,5.1699677,2
11.255989,7.1877975,9
-2.7720587,12.990463,4
0.36799115,14.05497,2
8.75842,5.6969757,5
10.131613,1.6026871,5
11.490023,0.5487197,7
1.1926028,13.177181,4
0.22679715,14.490232,2
-3.343265,10.210534,6
9.786543,8.108345,9
-2.6142347,6.4257345,0
10.469997,1.591981,5
-3.2205534,10.106022,3
0.19063391,11.223512,6
11.925075,5.853188,9
8.038186,6.0003834,5
-3.3430521,8.156778,3
0.68097985,13.743114,6
-2.873622,5.9792476,0
-3.392649,9.03854,3
9.683298,1.7020292,5
10.794903,2.6029913,7
0.46840876,-2.3564003,1
1.3460522,12.110689,2
9.264196,1.0751688,5
10.736533,-0.40786225,7
4.640205,9.62872,8
0.2589637,-3.9020057,1
-1.200841,13.1757555,6
-0.9415224,3.798899,3
10.883155,7.592013,9
11.241413,1.7881963,7
10.347682,0.010637466,7
-4.429788,6.3623405,0
-3.3975449,9.918837,4
-5.673499,5.6273036,0
6.249705,13.737792,8
11.152595,0.054235626,7
-2.5121129,13.133631,6
11.849375,3.8680155,9
6.3181925,13.506661,0
-0.94892365,14.574051,2
10.885014,0.20531699,7
0.002526864,10.102855,6
-2.1272094,7.0009637,0
-2.614106,14.831128,4
11.458639,1.0383155,7
-3.3257136,12.062542,4
1.6867336,-3.295226,1
-2.4330494,11.994303,2
-1.0553511,15.080693,6
10.423102,0.18567185,7
5.639907,13.991045,8
-2.5974107,13.750246,2
10.036307,1.3645363,5
9.91855,6.867628,6
-1.9001703,6.9376054,0
-0.22658256,10.8089485,2
9.542349,6.938205,9
4.0847034,10.119769,8
10.733906,3.8259695,5
-3.050146,8.996391,4
10.3388815,1.746288,5
9.638848,2.2298865,7
-3.4917004,9.086013,3
-0.7474141,6.4226246,3
11.041224,6.9818954,9
5.9613905,13.568992,8
-1.7184155,-2.9243689,1
-0.07472778,14.978092,2
-2.3552933,13.081298,2
-1.1794566,13.311203,6
1.06628,-4.1303325,1
-2.6454034,4.860842,0
8.34282,0.31530407,5
9.892599,1.2874867,5
10.059111,5.6197133,9
-3.3734612,9.544318,6
5.18017,11.724028,8
-2.166452,3.9134831,3
8.414647,0.5651359,5
-5.5461216,7.221172,0
-2.9804435,10.800868,6
5.233416,12.3854,8
-0.6163747,-3.2498937,1
2.0067492,-3.661671,1
10.95398,6.073376,9
0.1739168,-3.2036343,1
0.14893506,-2.4596586,1
-3.329449,9.469675,4
-1.5394644,14.6757145,2
11.462962,1.5649707,7
-0.6101655,-4.252721,1
8.539904,0.6518928,5
-3.108755,8.683843,3
-1.4995818,13.338343,4
